district,order,latitude,longitude,height
1,1,-83.3781071277315,33.89243473986625,0
1,2,-83.37224316092339,33.88755553135503,0
1,3,-83.3663714531054,33.88901454428905,0
1,4,-83.35700165933038,33.87682989948327,0
1,5,-83.34643875967171,33.87877004369533,0
1,6,-83.33355722767992,33.87341263901455,0
1,7,-83.32416614664038,33.86851626235978,0
1,8,-83.32652063061897,33.86169480084882,0
1,9,-83.32299552933419,33.85631440981072,0
1,10,-83.3124313179913,33.85776256650787,0
1,11,-83.30186879080074,33.85335345214767,0
1,12,-83.28895848586212,33.85333338254718,0
1,13,-83.27723175811614,33.85136779024132,0
1,14,-83.24083366016467,33.90393925658786,0
1,15,-83.25019601235098,33.9127205286261,0
1,16,-83.26131405307322,33.92491132117672,0
1,17,-83.26949040437231,33.9356377599626,0
1,18,-83.27770523804077,33.94683932041158,0
1,19,-83.27769492457243,33.95559472110288,0
1,20,-83.27063940307296,33.95850588712617,0
1,21,-83.26651837391617,33.96385195004049,0
1,22,-83.26592775936493,33.97017082129707,0
1,23,-83.26765379724864,33.97456704528698,0
1,24,-83.27411725487607,33.97748909421045,0
1,25,-83.26997435910312,33.98236364495693,0
1,26,-83.26812786678826,34.00088892035927,0
1,27,-83.25928591399814,34.00041147835388,0
1,28,-83.26456735713433,34.00625808557854,0
1,29,-83.27636388276706,34.00429132401234,0
1,30,-83.29224153502874,34.00817546403955,0
1,31,-83.28990216358372,34.00427892156477,0
1,32,-83.29346004697292,33.99647945741174,0
1,33,-83.30170103525161,33.9867574839945,0
1,34,-83.31128218013056,33.97163701950266,0
1,35,-83.30153366535016,33.96885389710553,0
1,36,-83.3079804228516,33.96063039168767,0
1,37,-83.30534769865136,33.9479102229275,0
1,38,-83.31402107579483,33.94294673857411,0
1,39,-83.31468684014186,33.93577484651434,0
1,40,-83.31075490747487,33.91997134737884,0
1,41,-83.30003209287317,33.9191831518648,0
1,42,-83.29606510640996,33.90590424790084,0
1,43,-83.30671815954901,33.90813319113594,0
1,44,-83.31405068902211,33.90593208152697,0
1,45,-83.32402887412293,33.91258426990446,0
1,46,-83.32936315051255,33.90927412174855,0
1,47,-83.34668597720218,33.91427188484115,0
1,48,-83.36002388431866,33.90875584055619,0
1,49,-83.37404149792805,33.89272952055336,0
1,50,-83.3781071277315,33.89243473986625,0
10,1,-83.38793697420945,33.94311079738659,0
10,2,-83.38797431514917,33.9469014464132,0
10,3,-83.39208612540361,33.94846988939744,0
10,4,-83.3991940657821,33.94800636081437,0
10,5,-83.40693494002134,33.94681009446877,0
10,6,-83.40980236328072,33.95057798135782,0
10,7,-83.4151715897945,33.94924086991983,0
10,8,-83.42418976486523,33.94713354406117,0
10,9,-83.4306581730817,33.94686454652636,0
10,10,-83.43751074361607,33.94529536560219,0
10,11,-83.44667610548515,33.94260308163733,0
10,12,-83.45433537386562,33.94048991852219,0
10,13,-83.4618647776615,33.94038404216614,0
10,14,-83.46708669885064,33.93617779629058,0
10,15,-83.46748756878976,33.93095560317563,0
10,16,-83.46495614005616,33.92670579588271,0
10,17,-83.46140876295821,33.92837629612058,0
10,18,-83.45274850006847,33.9256502597081,0
10,19,-83.44852051277552,33.92696327874213,0
10,20,-83.44483567449677,33.92593624452348,0
10,21,-83.43899627367186,33.92387891098409,0
10,22,-83.43412209626713,33.92484688923496,0
10,23,-83.43077478981627,33.92722192391691,0
10,24,-83.42716413800981,33.92800038751941,0
10,25,-83.42074737989584,33.92809623071658,0
10,26,-83.41919222841403,33.92543525372341,0
10,27,-83.41828177256227,33.92276636048415,0
10,28,-83.41352814369372,33.91928164345599,0
10,29,-83.4105589670817,33.91985794445054,0
10,30,-83.40473951721032,33.9153517764114,0
10,31,-83.40197121052573,33.91468532773701,0
10,32,-83.40194046010609,33.91274954713192,0
10,33,-83.39682850642288,33.91071264381368,0
10,34,-83.39383805939401,33.90847456867736,0
10,35,-83.39359550096208,33.90497737707127,0
10,36,-83.39151446688898,33.90885883487556,0
10,37,-83.39367961975195,33.91392546395798,0
10,38,-83.39433831554399,33.91620924853734,0
10,39,-83.38988769580909,33.91857424866178,0
10,40,-83.38947201851842,33.92053119203797,0
10,41,-83.39309914891184,33.9204753632521,0
10,42,-83.39483463141897,33.92364636379396,0
10,43,-83.3976099993438,33.92558093096848,0
10,44,-83.4027367784542,33.92641445018478,0
10,45,-83.40598524745029,33.9286840678602,0
10,46,-83.40646874036572,33.93263253473962,0
10,47,-83.40823935420366,33.93565314151147,0
10,48,-83.40204662226999,33.9380774937326,0
10,49,-83.39261012845095,33.93855258047373,0
10,50,-83.39607743285413,33.9413926249276,0
10,51,-83.39158649665123,33.94306847823393,0
10,52,-83.38793697420945,33.94311079738659,0
2,1,-83.3393320915476,33.92722970863473,0
2,2,-83.33423821272113,33.93206253626438,0
2,3,-83.32694314385499,33.93624998239844,0
2,4,-83.32291528410221,33.93970734304494,0
2,5,-83.3174077857697,33.93751599530206,0
2,6,-83.31390970359074,33.94028174427876,0
2,7,-83.31369176601397,33.94300541880977,0
2,8,-83.3053130617472,33.94810734238392,0
2,9,-83.30800796095184,33.95963452449673,0
2,10,-83.30242600241479,33.96787893697983,0
2,11,-83.31482697431008,33.9722244181125,0
2,12,-83.32663779559013,33.97504219716458,0
2,13,-83.33436392698783,33.97833174281478,0
2,14,-83.34257642031528,33.97888698052883,0
2,15,-83.34676816268778,33.98314079702143,0
2,16,-83.35213824529494,33.97852261520415,0
2,17,-83.36416172199705,33.97834839564908,0
2,18,-83.37081312859461,33.96693822265501,0
2,19,-83.3659746572158,33.9574757841016,0
2,20,-83.36758263334391,33.95563722814521,0
2,21,-83.35588266340186,33.94672139927168,0
2,22,-83.35049657595867,33.93772200151245,0
2,23,-83.3448977939875,33.9316789691724,0
2,24,-83.3393320915476,33.92722970863473,0
3,1,-83.38682552354322,33.9508156043107,0
3,2,-83.38804209385441,33.95624101801219,0
3,3,-83.3722671447521,33.95964468123965,0
3,4,-83.36737555161645,33.96085023699364,0
3,5,-83.37161331825563,33.9660181501648,0
3,6,-83.3791646693884,33.96091522831748,0
3,7,-83.38353003212821,33.96062414612958,0
3,8,-83.38642711484343,33.96807307336189,0
3,9,-83.38879232139986,33.97553698699673,0
3,10,-83.38284091658535,33.97767936998293,0
3,11,-83.38292895021411,33.981543444812,0
3,12,-83.38596260105489,33.98330747902997,0
3,13,-83.38710820507548,33.98556374394561,0
3,14,-83.38522995015269,33.98695960929652,0
3,15,-83.3872028065705,33.98965622482074,0
3,16,-83.38558951842865,33.99104321662374,0
3,17,-83.38811155002941,33.9937326745991,0
3,18,-83.39113880550886,33.99459451650267,0
3,19,-83.3948800853767,33.99134485949696,0
3,20,-83.39793431206111,33.99311983719448,0
3,21,-83.40097424636143,33.99443796017903,0
3,22,-83.40075137590399,33.99648965738878,0
3,23,-83.40297107289042,33.99804424407144,0
3,24,-83.42453752146903,34.00016530095457,0
3,25,-83.4261653606241,33.98968198947389,0
3,26,-83.42093962385705,33.9877230186145,0
3,27,-83.41537273519613,33.98191992491715,0
3,28,-83.41337240466495,33.97471393833519,0
3,29,-83.40966604407166,33.96976377669978,0
3,30,-83.40187679969715,33.96510670816821,0
3,31,-83.39610765149575,33.9631526067893,0
3,32,-83.40300452239421,33.95443391840443,0
3,33,-83.40826099425273,33.95775666146066,0
3,34,-83.41071460120887,33.95681589673145,0
3,35,-83.41303648507362,33.96267793576202,0
3,36,-83.41865347929318,33.95511727643945,0
3,37,-83.42374204522314,33.9477852720786,0
3,38,-83.40867426761422,33.95027215073595,0
3,39,-83.40808811215997,33.9475601538288,0
3,40,-83.39633771311519,33.94841083618,0
3,41,-83.38682552354322,33.9508156043107,0
4,1,-83.34284589827708,33.9306527870211,0
4,2,-83.3497907452255,33.93578001510549,0
4,3,-83.35214420091802,33.94325240770437,0
4,4,-83.35413557953086,33.94751903817539,0
4,5,-83.3621848888304,33.95219782572104,0
4,6,-83.36580085955327,33.95443134392652,0
4,7,-83.37131868891539,33.95905710823818,0
4,8,-83.37595582851726,33.95809273387502,0
4,9,-83.37740279799063,33.94899413183796,0
4,10,-83.37951460276341,33.94533507908173,0
4,11,-83.38302875204734,33.94391679508081,0
4,12,-83.38651078202298,33.93911885911785,0
4,13,-83.39216699557953,33.93202470008088,0
4,14,-83.38853437233675,33.92821765059558,0
4,15,-83.39115768972916,33.92431098822433,0
4,16,-83.38700801865042,33.92096968598453,0
4,17,-83.37609939367134,33.92429754414632,0
4,18,-83.37415811165714,33.92296376365608,0
4,19,-83.36901393795694,33.92665918518185,0
4,20,-83.36533154518857,33.91787505944789,0
4,21,-83.36400156960539,33.9194858696827,0
4,22,-83.36512910011182,33.92151199152356,0
4,23,-83.36103979169107,33.92337898149886,0
4,24,-83.364103422125,33.92470833891015,0
4,25,-83.36553075627764,33.92876469441905,0
4,26,-83.36176754101022,33.93177304269747,0
4,27,-83.35961304611813,33.93361770955395,0
4,28,-83.35569953829639,33.93048067754273,0
4,29,-83.35162057805228,33.93167089325735,0
4,30,-83.34611200768251,33.92970668343833,0
4,31,-83.34284589827708,33.9306527870211,0
5,1,-83.37925937671457,33.97610036835708,0
5,2,-83.37726604047303,33.98171533112102,0
5,3,-83.37709259635643,33.98596184159239,0
5,4,-83.37643908271376,33.98925596822326,0
5,5,-83.37462891566383,33.99315145484697,0
5,6,-83.37298408030692,33.99493112188983,0
5,7,-83.37420961701052,33.99898879924731,0
5,8,-83.37169906634568,34.00349606927178,0
5,9,-83.37142113600757,34.00019443801548,0
5,10,-83.3695586956792,34.00080421044539,0
5,11,-83.36867649765829,34.0047053663648,0
5,12,-83.36470814919547,34.00554124789962,0
5,13,-83.36601615849196,34.01329170101629,0
5,14,-83.36792147859684,34.01678831512162,0
5,15,-83.36792817410469,34.02073884878769,0
5,16,-83.36630868702161,34.02411102687883,0
5,17,-83.36492930679492,34.02767716590385,0
5,18,-83.36329391395688,34.02828583986621,0
5,19,-83.36216907701649,34.03143284533739,0
5,20,-83.36079621223902,34.03380091572667,0
5,21,-83.36084103531884,34.03714068048836,0
5,22,-83.36063713711675,34.04010297046867,0
5,23,-83.37772531472288,34.03318253546155,0
5,24,-83.3794461929932,34.03768014458016,0
5,25,-83.38534132494352,34.03819588874653,0
5,26,-83.39049704001577,34.0361343702074,0
5,27,-83.39187049407371,34.03395260968234,0
5,28,-83.38451827497244,34.03091864299486,0
5,29,-83.48348494609145,33.99366151078809,0
5,30,-83.48246055713743,33.99212325033255,0
5,31,-83.48491399774397,33.98861092895125,0
5,32,-83.48947267618514,33.98487769493533,0
5,33,-83.48268024812586,33.98401570943597,0
5,34,-83.48122597640183,33.98211032932376,0
5,35,-83.47679570668235,33.98179196663092,0
5,36,-83.47335115159173,33.98338547177348,0
5,37,-83.46926702761776,33.98672524501329,0
5,38,-83.4626419264528,33.98162052061424,0
5,39,-83.45930768188104,33.97820104779393,0
5,40,-83.44982462400276,33.9729584030481,0
5,41,-83.44556905566698,33.97033306113857,0
5,42,-83.42919936786423,33.96637169943931,0
5,43,-83.42657116482853,33.96335472375658,0
5,44,-83.41496492501966,33.96200952760697,0
5,45,-83.41152222922771,33.96320944839668,0
5,46,-83.410685159249,33.95655371586939,0
5,47,-83.40817887271983,33.95811691216137,0
5,48,-83.40280220365811,33.95476869125787,0
5,49,-83.39717398324268,33.96264957910564,0
5,50,-83.41242868736673,33.97274603073219,0
5,51,-83.4161284313841,33.98269330084506,0
5,52,-83.42182473978293,33.98781358220256,0
5,53,-83.42582337538386,33.98968429979681,0
5,54,-83.42539918115466,34.00034902684423,0
5,55,-83.41066478683815,33.99883914793948,0
5,56,-83.4012987281432,33.99781792071452,0
5,57,-83.39959535939573,33.99415456317976,0
5,58,-83.39534281864731,33.99111429092885,0
5,59,-83.39257670902036,33.99348450594437,0
5,60,-83.39168888054827,33.99621370681502,0
5,61,-83.3878878162925,33.99239052111845,0
5,62,-83.38644910924835,33.98989270052228,0
5,63,-83.38616494328865,33.9864140703175,0
5,64,-83.38587788161072,33.98274899040711,0
5,65,-83.38305659805971,33.98143935410494,0
5,66,-83.38301152318373,33.97816411648953,0
5,67,-83.38112644760834,33.97684271671293,0
5,68,-83.37925937671457,33.97610036835708,0
6,1,-83.41497097128408,33.96142367737382,0
6,2,-83.42619522675287,33.96341266424783,0
6,3,-83.4292784364049,33.96609752927449,0
6,4,-83.43490791103153,33.96739903816226,0
6,5,-83.43942330323087,33.97064033540457,0
6,6,-83.44714989669687,33.97054298779295,0
6,7,-83.45548505039278,33.97591925130621,0
6,8,-83.46361601587382,33.98242926605459,0
6,9,-83.46888422794737,33.98702186268218,0
6,10,-83.47580041454952,33.98202396664709,0
6,11,-83.48095913861027,33.98175284810517,0
6,12,-83.48290340071507,33.98426496716396,0
6,13,-83.48996679310832,33.98456019616256,0
6,14,-83.48222557323655,33.99350413304838,0
6,15,-83.49347325819416,33.99755270120781,0
6,16,-83.49796428278712,33.99749943487565,0
6,17,-83.50148851758973,33.99705228316647,0
6,18,-83.50321665650428,33.99920553569819,0
6,19,-83.50302246921379,33.9942423356544,0
6,20,-83.50145794411253,33.99068710740689,0
6,21,-83.49809386024153,33.98742718411953,0
6,22,-83.53518234628436,33.96584181460535,0
6,23,-83.51076509268806,33.93255923223802,0
6,24,-83.50445846398063,33.93208362676508,0
6,25,-83.50010606415147,33.93252980057345,0
6,26,-83.49663771273036,33.93219614547014,0
6,27,-83.49386135653195,33.93223777843076,0
6,28,-83.49089340653423,33.9338201340942,0
6,29,-83.48622335274315,33.93312370938757,0
6,30,-83.48178850886607,33.93242399947361,0
6,31,-83.47779180217449,33.93075892214186,0
6,32,-83.47315819760789,33.93082888629012,0
6,33,-83.46743453343691,33.93282880431493,0
6,34,-83.46638773710617,33.93707442556522,0
6,35,-83.4618314640088,33.94099427481881,0
6,36,-83.45740297407859,33.94048264412773,0
6,37,-83.44930203973459,33.94175964396807,0
6,38,-83.44192397543296,33.94457047419053,0
6,39,-83.4340474355747,33.94642714596492,0
6,40,-83.42615908405679,33.9478962990537,0
6,41,-83.42296693722041,33.95161632155057,0
6,42,-83.42067225154342,33.95358479376382,0
6,43,-83.4177104037617,33.95769706531726,0
6,44,-83.41497097128408,33.96142367737382,0
7,1,-83.37672695036672,33.89259725269755,0
7,2,-83.3719130446015,33.89497057183345,0
7,3,-83.36619612176408,33.89850977401382,0
7,4,-83.36465899139004,33.90198828630965,0
7,5,-83.36269133847196,33.90702385638335,0
7,6,-83.35924210501172,33.90881024474452,0
7,7,-83.36092281717431,33.91110495983838,0
7,8,-83.35839848120393,33.91287974984576,0
7,9,-83.35653145760681,33.91271257602457,0
7,10,-83.35941383799428,33.9167350186669,0
7,11,-83.36155619008406,33.9188326463018,0
7,12,-83.36619792116255,33.91761058737457,0
7,13,-83.36837119842464,33.92049383341289,0
7,14,-83.36916469932758,33.9253134528555,0
7,15,-83.36924522330089,33.92824167474326,0
7,16,-83.37473838487429,33.92369166919724,0
7,17,-83.38008216093856,33.92302758046426,0
7,18,-83.38566240541863,33.92121481449224,0
7,19,-83.39131392947212,33.92345685292419,0
7,20,-83.39119821415019,33.92677571989739,0
7,21,-83.390109971287,33.92932823701459,0
7,22,-83.39230727361357,33.9326094962642,0
7,23,-83.38981535706405,33.93614630843655,0
7,24,-83.38459879015403,33.94361414113621,0
7,25,-83.37905570181827,33.9462574888932,0
7,26,-83.37801494564044,33.95099907761028,0
7,27,-83.38148301427456,33.95745741027608,0
7,28,-83.38752928849199,33.95575898499351,0
7,29,-83.38711505841232,33.94984881587124,0
7,30,-83.39062293344016,33.94959675970437,0
7,31,-83.38906019878291,33.94337150784523,0
7,32,-83.39607376694318,33.94192066553436,0
7,33,-83.39151435660042,33.93827012126619,0
7,34,-83.39833529706443,33.93838362650548,0
7,35,-83.40324867894095,33.93754069507942,0
7,36,-83.40811111287407,33.93474832148601,0
7,37,-83.40568619158387,33.93224320105437,0
7,38,-83.40629712341367,33.92969213131847,0
7,39,-83.4043537606624,33.92738211788541,0
7,40,-83.4007813933403,33.92567688238552,0
7,41,-83.39819379538817,33.92570752233703,0
7,42,-83.39554641420256,33.92456013941731,0
7,43,-83.39380816350118,33.92108895633972,0
7,44,-83.39027354563305,33.9197830598005,0
7,45,-83.39137530136819,33.91763361789542,0
7,46,-83.39319130150112,33.91605678082805,0
7,47,-83.39407538805942,33.91449486446604,0
7,48,-83.39283141631608,33.91180512735913,0
7,49,-83.39135088668296,33.9089288289678,0
7,50,-83.39314301870407,33.90620162167576,0
7,51,-83.39257274296052,33.90331949579831,0
7,52,-83.3897228179658,33.90124369168061,0
7,53,-83.38248644980781,33.89961557989981,0
7,54,-83.3838454900142,33.89824963011866,0
7,55,-83.38027304267916,33.89503764225454,0
7,56,-83.37672695036672,33.89259725269755,0
8,1,-83.29587584513763,33.90628436485473,0
8,2,-83.29462800737811,33.91072713611504,0
8,3,-83.29937371188288,33.91634505716232,0
8,4,-83.30047978002358,33.92025733504949,0
8,5,-83.30431202535966,33.91895627103235,0
8,6,-83.31075230685275,33.92009927974689,0
8,7,-83.31094596777623,33.93359975485656,0
8,8,-83.32204092305952,33.93958098470317,0
8,9,-83.32629326548557,33.9368003788468,0
8,10,-83.33353155788946,33.93327084643332,0
8,11,-83.33938318190999,33.92722927620542,0
8,12,-83.34313285985259,33.93043239401359,0
8,13,-83.34613433542081,33.92986335229207,0
8,14,-83.35219490081796,33.93104336073069,0
8,15,-83.35603625646833,33.93008913350005,0
8,16,-83.35942832475479,33.93351710257468,0
8,17,-83.36273838958391,33.92967605990803,0
8,18,-83.36567770332482,33.9283530968396,0
8,19,-83.36492212989626,33.92495756099934,0
8,20,-83.36144301397401,33.92462603299862,0
8,21,-83.36199236390854,33.92193037909903,0
8,22,-83.36476974800212,33.92100955963309,0
8,23,-83.36590278501403,33.91775807378762,0
8,24,-83.36124033997574,33.91994932208141,0
8,25,-83.3591967116667,33.91641327102504,0
8,26,-83.35759034040662,33.91340695295717,0
8,27,-83.36154815905,33.91051181952113,0
8,28,-83.35975807984165,33.90840730524239,0
8,29,-83.35552519232128,33.90935145131746,0
8,30,-83.34692732613277,33.91408424189628,0
8,31,-83.3387564387702,33.91206168020106,0
8,32,-83.33060835587503,33.91021748732364,0
8,33,-83.32384803555266,33.9126151090902,0
8,34,-83.31908915601497,33.9087856856324,0
8,35,-83.31330581758959,33.90621539168895,0
8,36,-83.30780882488828,33.90823602815765,0
8,37,-83.29587584513763,33.90628436485473,0
9,1,-83.29478771731007,34.00989753923421,0
9,2,-83.30817690624926,34.01802152740254,0
9,3,-83.32079449712973,34.02659928700071,0
9,4,-83.36107157529619,34.0386847833102,0
9,5,-83.36380173767469,34.02817240812395,0
9,6,-83.36892064475641,34.01983157802044,0
9,7,-83.36789176928687,34.01633525420898,0
9,8,-83.36453181210406,34.00556626531168,0
9,9,-83.36908755817787,34.00065346939017,0
9,10,-83.37418498264736,33.99932625757164,0
9,11,-83.37254141017708,33.9954197378643,0
9,12,-83.37685740399581,33.98681155060488,0
9,13,-83.37783364044252,33.97921827933986,0
9,14,-83.38828310560528,33.97590970347702,0
9,15,-83.38335081580107,33.96103456673703,0
9,16,-83.37730791551239,33.96215546045213,0
9,17,-83.37286652730518,33.96654364263971,0
9,18,-83.36855490751846,33.97043422763308,0
9,19,-83.36472502056941,33.97607211410674,0
9,20,-83.36360113051803,33.98011806226128,0
9,21,-83.35209538477751,33.97800176331405,0
9,22,-83.34758101720287,33.9833343074877,0
9,23,-83.34261649738279,33.97988928031884,0
9,24,-83.33326425211901,33.97844344513975,0
9,25,-83.32813571579374,33.97588872943575,0
9,26,-83.32072754113848,33.97476973916598,0
9,27,-83.31374363914699,33.97156031458253,0
9,28,-83.30831918763728,33.9786112919698,0
9,29,-83.30791831291187,33.98229889826625,0
9,30,-83.30455298486585,33.98656885369617,0
9,31,-83.30032559973344,33.98962635113634,0
9,32,-83.29457497716405,33.99414156473422,0
9,33,-83.29328834272343,33.99754375732454,0
9,34,-83.29092577610832,33.99954493094301,0
9,35,-83.28919551360383,34.00387142732093,0
9,36,-83.29220352249614,34.00687721629462,0
9,37,-83.29478771731007,34.00989753923421,0
